ProductType,Colour,Usage,ProductTitle,ImageURL,Rating,Price
Heels,Black,Casual,HM Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_e2e64b32a0bce3acb86914766aaa71e1_images.jpg,3.3,2331
Flats,Red,Casual,Catwalk Women  Red Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/1ab77091cbc6ce007bcf5094fef89cd0_images.jpg,4.4,610
Casual Shoes,White,Sports,Puma Women Ikonis 2 White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/9a6dcc71569c8107aa311d2c1aa48dbe_images.jpg,3.2,3272
Flats,Black,Casual,Rocia Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/3bc03f03d775d68bcc0d435b1ca7023d_images.jpg,4.8,604
Heels,Blue,Casual,iPanema Women Blue Premium Flats,http://assets.myntassets.com/v1/images/style/properties/68036407bf9c76e78b7e0915dd1e6b50_images.jpg,4.4,773
Flats,Black,Casual,Gliders Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/Gliders-Women-Black-Sandals_fe7293946d5cd1df4863be9c88004cd4_images.jpg,3.4,3579
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/4242c358c5a58b8078fbf91e26259c02_images.jpg,4.5,2340
Heels,Brown,Casual,Catwalk Women Brown Heels,http://assets.myntassets.com/v1/images/style/properties/7244fd363a7020603495167fafee12d5_images.jpg,3.7,857
Heels,Orange,Casual,Catwalk Women Orange Wedges,http://assets.myntassets.com/v1/images/style/properties/efb4a81810a606d0c198703fff224ed8_images.jpg,3.7,1161
Sports Shoes,White,Sports,Puma Women Bodytrain White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/b85d526dcecc021ad9f0f4097840c664_images.jpg,4.7,3149
Heels,Brown,Casual,Portia Women Brown Flats,http://assets.myntassets.com/v1/images/style/properties/43cd212c7d648a9ee06d97a7d0f06d63_images.jpg,3.8,1488
Sports Shoes,Purple,Sports,Quechua Forclaz 100 Lady Purple,http://assets.myntassets.com/v1/images/style/properties/ad454bf5a52f49f8444f81013ddc2980_images.jpg,3.7,679
Heels,Beige,Casual,Cobblerz Women Beige Sandals,http://assets.myntassets.com/v1/images/style/properties/13c3c7e7a889d88aafb4a3b6cdfd25bb_images.jpg,3.7,2090
Sports Sandals,Black,Casual,ADIDAS Women Black Yorgio Sandals,http://assets.myntassets.com/v1/images/style/properties/099642765d07462f557cda363bdb6a7a_images.jpg,4.4,3471
Casual Shoes,White,Casual,ADIDAS Originals Women Superstar 2 White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/76d67d5fc977a316f1f3f06f467a78a6_images.jpg,4.2,2098
Casual Shoes,White,Casual,ADIDAS Originals Women Top Ten low Sleek White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/4ddb9c7c0aff6391c9fc8a9bac827125_images.jpg,4.2,740
Heels,Black,Casual,HM Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_b247b8e1ab80292c5cbd1d1578afb822_images.jpg,4.8,4033
Heels,Tan,Casual,Catwalk Women Tan Heels,http://assets.myntassets.com/v1/images/style/properties/1b0b5838d9dab5dcc84a193adfca1360_images.jpg,3.4,3578
Sports Shoes,Grey,Sports,Puma Women Body Train Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/11d11f89a9fca73138933b90f3dfe519_images.jpg,3.6,3696
Casual Shoes,Grey,Casual,Timberland Women Juniors Grey Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/242b8aa2d7b2369d0817f1b36838b841_images.jpg,4.6,2240
Sports Shoes,White,Sports,Puma Women's Axis XT White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/ebca44acae09cdf27fa5c89e1c5c0abf_images.jpg,4.9,730
Casual Shoes,Black,Casual,ADIDAS Women Redy Black Shoe,http://assets.myntassets.com/v1/images/style/properties/e7ba078c2483afb2da47c96b478f8e49_images.jpg,3.7,4424
Flats,Brown,Casual,Rocia Women Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/89af078da746a9adf1e46356aa587165_images.jpg,4.9,1997
Casual Shoes,Gold,Casual,ADIDAS Originals Women Top Ten HI Sleek Gold Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/309cc626f544977d148320772cf03edc_images.jpg,4.0,3809
Flats,Pink,Casual,ADIDAS Women Libria  Pink Flats,http://assets.myntassets.com/v1/images/style/properties/82ce922324eba93164a1b6a1bf22d0dc_images.jpg,4.6,3074
Heels,Silver,Party,Cobblerz Women Silver-Toned Sandals,http://assets.myntassets.com/v1/images/style/properties/995ddc429a283052807502e887dde11b_images.jpg,4.3,1638
Heels,White,Casual,Portia Women White Flats,http://assets.myntassets.com/v1/images/style/properties/03e26002341d3ff871f13cd663f362af_images.jpg,3.6,1088
Heels,Black,Casual,Catwalk Women Black Wedges,http://assets.myntassets.com/v1/images/style/properties/97370f2446878a200ed875e532695934_images.jpg,3.4,2354
Heels,White,Casual,Catwalk Women White Heels,http://assets.myntassets.com/v1/images/style/properties/4b8e0534d28c6416a2b049313cc2d19e_images.jpg,4.5,3065
Sports Shoes,Pink,Sports,Quechua Women Forclaz 50 Jr 10 Pink Shoes,http://assets.myntassets.com/v1/images/style/properties/ff73f579c0593f7a990a8628ba1d8a97_images.jpg,5.0,2767
Heels,Blue,Casual,Catwalk Women Blue Flats,http://assets.myntassets.com/v1/images/style/properties/f4d163e177d352f202ad216483907ecb_images.jpg,5.0,914
Casual Shoes,White,Casual,Puma Women Soleil Cat White Shoes,http://assets.myntassets.com/v1/images/style/properties/d50d4d2713962bc591c816c5306a0d5e_images.jpg,3.2,4458
Flip Flops,Pink,Casual,Nike Women Pink Snapper Flip Flops,http://assets.myntassets.com/v1/images/style/properties/034d0f987c332c9bbcf417639d76eeff_images.jpg,4.6,2527
Flip Flops,Yellow,Casual,ADIDAS Women Vines Yellow Flip Flops,http://assets.myntassets.com/v1/images/style/properties/91043446ceb958775a65256a6636e864_images.jpg,4.5,1875
Heels,Black,Casual,HM Women Brown Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_fc3e4f63117f608868b305e028ac1421_images.jpg,4.7,2915
Flats,Pink,Casual,Grendha Women Romance Pink Flats,http://assets.myntassets.com/v1/images/style/properties/6a61aa0a1f13e670c36ff0e9d0485a49_images.jpg,3.3,1552
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/eacf6886e2a03f7c0c8d4d2364b943b2_images.jpg,3.6,2385
Flats,Beige,Casual,Carlton London  Women Casual Beige Sandals,http://assets.myntassets.com/v1/images/style/properties/91de0f3e5a506c94abe57f8166d83251_images.jpg,4.4,4136
Casual Shoes,Red,Casual,Carlton London Women Casual Red Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/06e41421077e24fdf1f06e6f8f362469_images.jpg,4.9,2357
Heels,Black,Casual,Catwalk Women Black Wedges,http://assets.myntassets.com/v1/images/style/properties/26399a7c887dbc7d3a3cb5e84a5fc291_images.jpg,4.5,938
Flats,Gold,Casual,Carlton London Women Classy Gold Sandals,http://assets.myntassets.com/v1/images/style/properties/681972ab94e4dab9560e2263be37aa0f_images.jpg,4.5,3956
Heels,Black,Formal,Carlton London Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/637f5dcc4f2668e405bbf2e913a095e0_images.jpg,3.8,4402
Heels,Black,Casual,Senorita Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/4db319439bccefddbea106985fc59e0f_images.jpg,4.2,4093
Heels,Brown,Casual,Cobblerz Women Brown & Beige Pumps,http://assets.myntassets.com/v1/images/style/properties/fa12b8d6cad5dd94d05201aa58626df7_images.jpg,5.0,2268
Heels,Black,Casual,Senorita Women Black Wedges,http://assets.myntassets.com/v1/images/style/properties/6ccf4f618d43a573becf89ba1c47f3d1_images.jpg,4.9,3940
Casual Shoes,Black,Casual,Puma Women Saba Ballet Black Shoe,http://assets.myntassets.com/v1/images/style/properties/c87f82884a3568f875dfc7bbf623c4b5_images.jpg,3.4,3642
Flip Flops,Blue,Casual,Nike Women Aquahype Blue Flip Flops,http://assets.myntassets.com/v1/images/style/properties/c58210b7c2e7e1b518feb0b9b99da11c_images.jpg,4.4,888
Heels,White,Casual,Clarks Women Un Spire White Sandals,http://assets.myntassets.com/v1/images/style/properties/ae873f7fcf30074dadef34b91c292015_images.jpg,3.2,1295
Heels,Metallic,Casual,HM Women Metallic Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Metallic-Sandals_cad2c4f79a3fbde99d187d01bd5d4633_images.jpg,4.1,1246
Heels,Black,Casual,Clarks Women Balti Zing Black Heels,http://assets.myntassets.com/v1/images/style/properties/df1eff40584ba8b33329655a81cffa10_images.jpg,4.6,1895
Heels,Beige,Casual,Catwalk Women Beige Flats,http://assets.myntassets.com/v1/images/style/properties/497c3a393362fe19015c4ab4827353c0_images.jpg,4.8,1525
Casual Shoes,White,Casual,Nike Women Wmns Sweet Cl White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/715b6d9cab614e0dec7dcdf5781f8561_images.jpg,3.9,3413
Casual Shoes,Black,Casual,ADIDAS Women Daily Black Shoe,http://assets.myntassets.com/v1/images/style/properties/7554a534f5cb03828b674c37a68a8f84_images.jpg,4.3,4430
Heels,Black,Formal,Catwalk Women Corporate Leather Black Heels,http://assets.myntassets.com/v1/images/style/properties/e62f6bac3697e424e9c42727bdf08079_images.jpg,4.7,1261
Flats,Brown,Casual,Catwalk Women Closed Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/9da121331cd12a5a7c4609961a48b363_images.jpg,4.0,3671
Casual Shoes,Black,Casual,Cobblerz Women Black Loafers,http://assets.myntassets.com/v1/images/style/properties/3905cea42d5b2ccb5366a0a499b4866f_images.jpg,3.3,2034
Flats,Pink,Casual,Senorita Women Cherry Red Sandals,http://assets.myntassets.com/v1/images/style/properties/001bcaac8976f6e025d003db4f01cf24_images.jpg,3.5,2876
Sports Shoes,White,Sports,Reebok Women White Zignano Race Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/2d4cfe868e2140cf089ea0761ea18335_images.jpg,4.7,860
Heels,Maroon,Casual,Senorita Women Maroon Sandals,http://assets.myntassets.com/v1/images/style/properties/5320fd5af751b679236b44dbc6a4b9fc_images.jpg,3.2,3672
Heels,Silver,Casual,Carlton London Women Classy Gold Heels,http://assets.myntassets.com/v1/images/style/properties/a5a4432671e23ce34a433bbd9499cf88_images.jpg,3.3,4366
Heels,Blue,Casual,Catwalk Women Blue Wedges,http://assets.myntassets.com/v1/images/style/properties/fbe907fed2ee73bec85f67f9f8a3bdec_images.jpg,4.9,1704
Heels,Black,Formal,Carlton London Women Casual Black Heels,http://assets.myntassets.com/v1/images/style/properties/c274c96e73c8e0deacd978b1880debe3_images.jpg,3.1,4022
Flats,Yellow,Casual,Carlton London Women Yellow Flat Shoes,http://assets.myntassets.com/v1/images/style/properties/fec88a1617efb55368fa2f01bff7c273_images.jpg,4.4,1499
Heels,Brown,Casual,Catwalk Women Olive Sandals,http://assets.myntassets.com/v1/images/style/properties/3747ca1e0c35f26c1602707c759cc2af_images.jpg,3.2,4187
Flats,Black,Casual,Carlton London Women Classy Black Sandals,http://assets.myntassets.com/v1/images/style/properties/7b9c05d9144b3b07b1b2bebf5219516c_images.jpg,4.6,2672
Casual Shoes,Brown,Casual,Gliders Women Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/4367696fd3f444bdc083be1a2988cef9_images.jpg,5.0,1458
Sports Shoes,Pink,Sports,Spinn Women Alliance Pink Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/a778c39aec3231e26cdbe41ae0229bde_images.jpg,4.3,4432
Casual Shoes,White,Casual,ADIDAS Women's Daily Vulc White Shoe,http://assets.myntassets.com/v1/images/style/properties/d65951ea27a419b359eb79e934c8aba7_images.jpg,4.2,1744
Heels,Beige,Casual,Catwalk Women Beige Heels,http://assets.myntassets.com/v1/images/style/properties/f4f6d8ee9b34bad85c9f63d783e9ab70_images.jpg,4.2,2763
Flip Flops,Black,Casual,Lotto Women Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Lotto-Women-Black-Flip-Flops_957be72b36ce05aaf445772277fa1f0c_images.jpg,4.5,1473
Flip Flops,Pink,Casual,iPanema Women Pink Flip Flops,http://assets.myntassets.com/v1/images/style/properties/7910c62735daf35625644fd3725170fa_images.jpg,4.3,1986
Heels,White,Casual,Catwalk Women Lifestyle White Heels,http://assets.myntassets.com/v1/images/style/properties/3fd0c2e817049eeaa1014c80d7bfc203_images.jpg,4.3,1715
Heels,Black,Casual,Catwalk Summer Black Stilettos,http://assets.myntassets.com/v1/images/style/properties/974513ba50534a0f811f11bb7167968b_images.jpg,3.3,3522
Heels,Gold,Casual,Clarks Women Gold-Toned Handcrafted Leather Heels,http://assets.myntassets.com/v1/images/style/properties/99b1265183233d909990a523ac7a3782_images.jpg,4.4,3971
Heels,Black,Casual,HM Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_16207278fec070f5ca18406ecb4da322_images.jpg,3.3,3927
Flip Flops,Pink,Casual,iPanema Women Pink Flip Flops,http://assets.myntassets.com/v1/images/style/properties/8b727f6cb408d3139becfee215bf366e_images.jpg,3.4,1747
Flats,Black,Casual,Clarks Women Black Cocoa Creme Shoes,http://assets.myntassets.com/v1/images/style/properties/942f7d4567c56a8baf5938c5203e2f01_images.jpg,3.1,4258
Sports Sandals,Black,Casual,ADIDAS Women Feather Black & Blue Sandals,http://assets.myntassets.com/v1/images/style/properties/cabcab81f3a66ffa06d4e660a753350d_images.jpg,4.3,1354
Sports Sandals,Navy Blue,Casual,ADIDAS Women Receptor Navy Sandal,http://assets.myntassets.com/v1/images/style/properties/f030ad49b1c4ef2de85716c732944162_images.jpg,3.2,1406
Heels,Blue,Casual,HM Women Blue Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_91220328b68f5abb0bbecbf1269079aa_images.jpg,4.4,2114
Heels,Blue,Casual,Cobblerz Blue Womens Wedges,http://assets.myntassets.com/v1/images/style/properties/dab26fd171ee00cc50e5bfaf7dda89dc_images.jpg,4.3,1457
Casual Shoes,Brown,Casual,Carlton London Women Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/7be41c1af7c72e28b5c561e4a00aa94c_images.jpg,3.6,1209
Flats,Brown,Casual,HM Women Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Brown-Shoes_05a244e91a4351872f18b8ff80abc3d7_images.jpg,3.4,1381
Sports Shoes,White,Sports,Puma Women Future Cat Remix White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/71a1a6ff21bb7851029b5e25c2de4d46_images.jpg,4.3,3091
Casual Shoes,White,Casual,ADIDAS Women's Vintage Set White Shoe,http://assets.myntassets.com/v1/images/style/properties/bfbc63ad115c7540a1a80422d1dfc657_images.jpg,3.4,3269
Flats,Gold,Casual,Carlton London Women Classy Gold Sandals,http://assets.myntassets.com/v1/images/style/properties/e300d30eed65646735c3427aa52fc30d_images.jpg,3.5,1236
Heels,Brown,Casual,Grendha Women Jola Cigana Brown Flats,http://assets.myntassets.com/v1/images/style/properties/a4efd6edb6ccaea45973e4163492e6f6_images.jpg,3.9,1707
Flats,Brown,Casual,HM Women Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Brown-Sandals_c317b94462fd150635d18ded7e46d628_images.jpg,4.7,4354
Heels,Beige,Casual,Cobblerz Women Beige & Blue Wedges,http://assets.myntassets.com/v1/images/style/properties/04bf5738b8d46cc9a768caf2a35f9451_images.jpg,4.5,1376
Flats,Black,Casual,Tiptopp Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/dc041aafe1966410113ed038d91bb2fb_images.jpg,4.7,2331
Heels,Grey,Casual,Catwalk Women Gun Metal Grey Flats,http://assets.myntassets.com/v1/images/style/properties/e4bc991e4a9ef7eeba0edef5db44751f_images.jpg,3.9,1594
Heels,Turquoise Blue,Casual,Clarks Women Santa Rock Turquoise Blue Flats,http://assets.myntassets.com/v1/images/style/properties/9072e2fc308cd02b0a1ac92c969829ea_images.jpg,4.6,3759
Heels,Beige,Casual,Catwalk Women Beige Heels,http://assets.myntassets.com/v1/images/style/properties/2241b3d1cb6d7c9e3130e930903523a8_images.jpg,4.3,1839
Flip Flops,Green,Casual,ADIDAS Women Pearl Star Green Flip Flop,http://assets.myntassets.com/v1/images/style/properties/5d9b06259bbf01fe10632ca8c8d45c90_images.jpg,3.7,1521
Flip Flops,Red,Casual,ADIDAS Women Striped Red Flip Flops,http://assets.myntassets.com/v1/images/style/properties/4402cd37fbc7239e01df1cb246f1c6b0_images.jpg,4.5,4285
Casual Shoes,Black,Casual,Nike Black Flyclave Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/447f7b8955f570a16e4a746b3423de40_images.jpg,4.4,3725
Flip Flops,Blue,Casual,iPanema Women Blue Flip Flops,http://assets.myntassets.com/v1/images/style/properties/9264b28a930f11eba70a16989da77e90_images.jpg,3.3,4335
Sports Shoes,White,Sports,Fila Women Elixir Low White Shoes,http://assets.myntassets.com/v1/images/style/properties/0e6c277c24339e8e60ba4bc766002b6b_images.jpg,4.9,1503
Heels,Yellow,Casual,HM Women Yellow Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Yellow-Sandals_39f905e3fc1b8596e6d9f074530f351b_images.jpg,3.3,2466
Casual Shoes,Black,Casual,Gliders Women Black Shoes,http://assets.myntassets.com/v1/images/style/properties/Gliders-Women-Black-Shoes_9db5fe217a1f97da280f001070d46c73_images.jpg,4.9,540
Heels,Beige,Casual,Catwalk Women Beige Heels,http://assets.myntassets.com/v1/images/style/properties/6e35a87a0206bf10aa1c3ff76ee396d2_images.jpg,3.3,2717
Heels,Gold,Casual,Grendha Women Jola Cigana Gold Flats,http://assets.myntassets.com/v1/images/style/properties/a8181108ae8fa6743f59030dc76535d6_images.jpg,4.5,2093
Casual Shoes,White,Casual,ADIDAS Women Daily White Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/04d6aad9dc80f28a898459991ace9ee3_images.jpg,3.1,4219
Heels,Red,Formal,Carlton London Women Casual Red Stilettos,http://assets.myntassets.com/v1/images/style/properties/032f7a47b81451078399b73958bd1cdb_images.jpg,3.7,866
Flats,Orange,Casual,HM Women Orange Sandals,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Orange-Sandals_20c4f0c326d7876bc6cdf9a0edc4c2b1_images.jpg,3.2,2489
Flip Flops,Black,Casual,iPanema Women Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/0c5e2d65e6c6f0c9fcc3837e702779d1_images.jpg,3.4,2462
Sports Shoes,Black,Sports,Puma Women Osu NM Black Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/a6d64de77322cbe6efcd6370f07dcbd7_images.jpg,4.0,4221
Heels,Blue,Casual,HM Women Blue Heels,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_407557590efd049155642ab93bd60371_images.jpg,3.5,500
Casual Shoes,Beige,Casual,ADIDAS Originals Women Concord Round Beige Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b9724bb667a362a39b1c7ea73a33ce36_images.jpg,4.1,2475
Flats,Blue,Casual,Catwalk Women  Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/762a80e6334bec91ee5e16031d17456b_images.jpg,4.8,1757
Sports Shoes,Black,Sports,Puma Women Faas 300 Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/da34b24c3a7a24df5721c6ec261f8f71_images.jpg,3.9,2043
Flip Flops,Pink,Casual,Puma Women's Coral Pink White Flip Flop,http://assets.myntassets.com/v1/images/style/properties/70e7eb9918704eade367b090d806530e_images.jpg,4.6,3541
Heels,Pink,Casual,Catwalk Women Pink Flats,http://assets.myntassets.com/v1/images/style/properties/5d1414a38863eb88e1c69500636174a6_images.jpg,3.1,4472
Heels,Brown,Casual,Catwalk Women Brown Wedges,http://assets.myntassets.com/v1/images/style/properties/5458fec32e3204a2aa09968dea875eca_images.jpg,4.4,1514
Heels,Black,Casual,Catwalk Women Black Catwalk Flats,http://assets.myntassets.com/v1/images/style/properties/bef6206b24eca7fc07f1a6163c34d9fd_images.jpg,3.5,2833
Casual Shoes,Silver,Casual,Timberland Women Femmes Silver Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b93e051c4d5ca81154b99720db8b4464_images.jpg,4.5,3963
Flip Flops,Green,Casual,Nike Women Snapper Green Flip Flops,http://assets.myntassets.com/v1/images/style/properties/cafa3e671f251fb74b6442a39aec1738_images.jpg,3.8,2635
Flats,Silver,Casual,Rocia Women Silver Sandals,http://assets.myntassets.com/v1/images/style/properties/df4fca94d8c95ce476a036cbef19728b_images.jpg,4.7,2117
Casual Shoes,Yellow,Casual,ADIDAS Originals Women SL 72 Yellow Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b4fda60ddc15f17e5d8f6e4d99ee5741_images.jpg,3.5,1447
Heels,Maroon,Casual,Portia Women Maroon Flats,http://assets.myntassets.com/v1/images/style/properties/fa28030435da2e60179f7ffe5b40f5d9_images.jpg,4.4,893
Heels,Beige,Casual,Cobblerz Women Beige & Green Sandals,http://assets.myntassets.com/v1/images/style/properties/Cobblerz-Women-Grey-Sandals_8b48fb870c4d3c004b2b01e20d99a276_images.jpg,3.2,797
Heels,Blue,Casual,HM Women Blue Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_39b55d24096a387ab3583b5b9c1975c5_images.jpg,4.8,3134
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/eda252fb11128a603f2dbacb658760b9_images.jpg,4.0,1026
Flats,White,Casual,Rocia Women White & Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/5056af1fa42ad545ab5b5522cc0c86cd_images.jpg,3.4,1401
Sports Shoes,Purple,Sports,Nike Women Purple Air Max Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/3bfddd3a5c93b0facac48a028c36ba8b_images.jpg,4.1,1787
Casual Shoes,White,Casual,ADIDAS Women Derby White Shoe,http://assets.myntassets.com/v1/images/style/properties/db3c67749e8edeabfe7737de915a5d7c_images.jpg,3.9,1573
Heels,Beige,Casual,Catwalk Women Casual Beige Heels,http://assets.myntassets.com/v1/images/style/properties/4a0fd2af790100ec17227dcbe93fcacc_images.jpg,3.1,4115
Heels,White,Casual,Cobblerz Women White Sandals,http://assets.myntassets.com/v1/images/style/properties/Cobblerz-Women-White-Sandals_974888b14a8e579a9976117087ae5fc8_images.jpg,4.2,1259
Heels,Black,Casual,Portia Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/9eacd7c4405c423bdc183022116b0896_images.jpg,4.0,2920
Casual Shoes,Beige,Casual,Timberland Women Casual Beige Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/6507556b7824be324be369df810e95d6_images.jpg,3.1,915
Sports Shoes,Purple,Sports,Quechua Arpenaz 200 L,http://assets.myntassets.com/v1/images/style/properties/7298fde6715cf326976b280143535be1_images.jpg,3.7,4482
Casual Shoes,Black,Casual,ADIDAS Originals Women Rekapi Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/955d0659640f20024c6e6fa963ffab3e_images.jpg,3.1,1882
Sports Shoes,Blue,Sports,ADIDAS Women Blue Adi Light Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/8fc4779b44539f061e75c27b4c7554c8_images.jpg,5.0,3007
Sports Shoes,White,Sports,ADIDAS Women Phantom Low White Red Grey Shoe,http://assets.myntassets.com/v1/images/style/properties/595ce97b154bade9d5746e716347e5b5_images.jpg,3.8,1586
Flip Flops,Green,Casual,Puma Women's Coral Green White Flip Flop,http://assets.myntassets.com/v1/images/style/properties/54886447b440c758c960390254f7a1c8_images.jpg,3.6,2674
Sports Shoes,Silver,Sports,Skechers Women Silver Coloured Shoes,http://assets.myntassets.com/v1/images/style/properties/Skechers-Women-Accelators-Black-Sports-Shoes_ba915b3d200b87252ab33a6c516efba8_images.jpg,4.5,3721
Heels,White,Casual,Catwalk Women White Heels,http://assets.myntassets.com/v1/images/style/properties/fd368f047628b645f8ea71525cbdbae8_images.jpg,3.2,585
Heels,Teal,Casual,Catwalk Women Teal Wedges,http://assets.myntassets.com/v1/images/style/properties/218c80786f5822c5b01c0f2936611cf3_images.jpg,4.7,2440
Heels,Blue,Casual,Catwalk Women Blue Flats,http://assets.myntassets.com/v1/images/style/properties/acb4e347e2a4db81cdc8eaf6752cac97_images.jpg,4.8,4221
Sports Shoes,Blue,Sports,Quechua Jawar 5.0 Lady Blue,http://assets.myntassets.com/v1/images/style/properties/9df7fad8456ec7a2e1ee5ce4cbb85301_images.jpg,3.5,1754
Flats,Gold,Casual,Crocs Women Lady Gold Sandal,http://assets.myntassets.com/v1/images/style/properties/504a27acee8e6d89d7eec2fae5b5ef01_images.jpg,5.0,3563
Casual Shoes,White,Casual,Puma Women Sasha White Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/429da6ab4ccac404af7d8505e4f28287_images.jpg,4.4,3183
Heels,Purple,Casual,iPanema Women Ritmos Purple Flats,http://assets.myntassets.com/v1/images/style/properties/2973d20df2b2c3a9368b64cd0aab623a_images.jpg,4.8,1913
Heels,Gold,Casual,Catwalk Women Gold Flats,http://assets.myntassets.com/v1/images/style/properties/07e8ff0ac48cc3561e4ded2db0fc87ae_images.jpg,4.1,4046
Flats,Black,Casual,Puma Women Black Grace Flats,http://assets.myntassets.com/v1/images/style/properties/666926c9585146cad5afbbf21013b1a9_images.jpg,4.6,4350
Flip Flops,Blue,Casual,ADIDAS Women's Printed Upper Blue Flip Flop,http://assets.myntassets.com/v1/images/style/properties/7339dd9248589abb0690187b16199725_images.jpg,3.2,1841
Heels,Black,Casual,Tiptopp Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/Tiptopp-Women-Black-Sandals_0e4241d9ff44a2a22ab04cbeb3407948_images.jpg,4.8,1404
Casual Shoes,Pink,Casual,ADIDAS Originals Women Concord Round Pink Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/e77cd3949140777b9f475c097c622c46_images.jpg,3.6,1273
Heels,Metallic,Casual,HM Women Metallic Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Metallic-Sandals_ce377c065aefa5ce3eb3e9de7c41ba2d_images.jpg,3.4,2396
Casual Shoes,Brown,Casual,Timberland Women Femmes Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b3fc4c4084d3d5ed01fbc7de2939a273_images.jpg,4.6,2668
Casual Shoes,Black,Casual,Puma Women Soleil Cat Black Shoes,http://assets.myntassets.com/v1/images/style/properties/a8985c36e6b32cf908613f6e47fc1979_images.jpg,4.9,1667
Heels,Blue,Casual,Catwalk Women Comfort Blue Flats,http://assets.myntassets.com/v1/images/style/properties/d4181d02e62aaf4f17ab25d1174469c0_images.jpg,4.1,2734
Heels,Pink,Casual,Catwalk Women Pink Wedges,http://assets.myntassets.com/v1/images/style/properties/389c3b0ebd8944768a425871ef818637_images.jpg,4.6,981
Heels,Black,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/31256dec2e3285b99beb744f292ff986_images.jpg,4.4,3319
Heels,Beige,Casual,Catwalk Women Red  Flats,http://assets.myntassets.com/v1/images/style/properties/3c0410c48a5f79d8d4cfe78b7c29ee22_images.jpg,3.7,3554
Heels,Blue,Casual,Catwalk Women Casual Blue Flats,http://assets.myntassets.com/v1/images/style/properties/541923de4b0acf7a60d6ec83e437f542_images.jpg,3.8,1908
